Date,Open,High,Low,Close,200_WMA_Open,200_WMA_High,200_WMA_Low,200_WMA_Close
2020-03-09,8111.15,8177.79,7690.10,7923.64,5492.20,5638.14,5334.12,5497.44
2020-03-08,8908.21,8914.34,8105.25,8108.12,5486.73,5632.63,5328.95,5492.11
2020-03-07,9121.60,9163.22,8890.74,8909.95,5480.70,5626.59,5323.49,5486.65
2020-03-06,9078.31,9167.70,9032.08,9122.55,5474.51,5620.37,5317.46,5480.61
2020-03-05,8760.29,9142.05,8757.25,9078.76,5468.35,5614.15,5311.33,5474.42
2020-03-04,8788.54,8843.37,8712.43,8755.25,5462.41,5607.94,5305.39,5468.26
2020-03-03,8865.39,8901.60,8704.99,8787.79,5456.45,5601.95,5299.49,5462.32
2020-03-02,8563.26,8921.31,8532.63,8869.67,5450.44,5595.91,5293.59,5456.37
2020-03-01,8599.76,8726.80,8471.21,8562.45,5444.64,5589.86,5287.81,5450.35
2020-02-29,8671.21,8775.63,8599.51,8599.51,5438.82,5583.95,5282.08,5444.56
2020-02-28,8788.73,8890.46,8492.93,8672.46,5432.95,5578.01,5276.25,5438.73
2020-02-27,8825.09,8932.89,8577.20,8784.49,5427.00,5571.99,5270.51,5432.86
2020-02-26,9338.29,9354.78,8704.43,8820.52,5421.01,5565.93,5264.69,5426.91
2020-02-25,9651.31,9652.74,9305.02,9341.71,5414.67,5559.58,5258.79,5420.93
2020-02-24,9921.58,9951.75,9537.04,9650.17,5408.11,5553.02,5252.48,5414.59
2020-02-23,9663.32,9937.40,9657.79,9924.52,5401.35,5546.24,5245.99,5408.02
2020-02-22,9687.71,9698.23,9600.73,9663.18,5394.77,5539.47,5239.41,5401.26
2020-02-21,9611.78,9723.01,9589.74,9686.44,5388.17,5532.87,5232.87,5394.68
2020-02-20,9629.33,9643.22,9507.90,9608.48,5381.62,5526.24,5226.34,5388.08
2020-02-19,10143.80,10191.68,9611.22,9633.39,5375.06,5519.68,5219.86,5381.54
2020-02-18,9691.23,10161.94,9632.38,10142.00,5368.13,5512.71,5213.31,5374.97
2020-02-17,9936.56,9938.82,9507.64,9690.14,5361.51,5505.77,5206.73,5368.04
2020-02-16,9889.18,10053.97,9722.39,9934.43,5354.72,5498.97,5200.24,5361.42
2020-02-15,10313.86,10341.56,9874.43,9889.42,5347.96,5492.10,5193.60,5354.63
2020-02-14,10211.55,10322.00,10125.53,10312.12,5340.90,5485.02,5186.86,5347.88
2020-02-13,10323.96,10457.63,10116.16,10214.38,5333.91,5477.96,5179.93,5340.82
2020-02-12,10202.39,10393.61,10202.39,10326.05,5326.84,5470.79,5173.00,5333.82
2020-02-11,9855.89,10210.05,9729.33,10208.24,5319.86,5463.67,5166.02,5326.75
2020-02-10,10115.56,10165.77,9784.56,9856.61,5313.12,5456.69,5159.37,5319.76
2020-02-09,9863.89,10129.44,9850.39,10116.67,5306.19,5449.73,5152.68,5313.02
2020-02-08,9793.07,9876.75,9678.91,9865.12,5299.45,5442.79,5145.95,5306.10
2020-02-07,9726.00,9834.72,9726.00,9795.94,5292.75,5436.04,5139.33,5299.35
2020-02-06,9617.82,9824.62,9539.82,9729.80,5286.11,5429.32,5132.68,5292.66
2020-02-05,9183.42,9701.30,9163.70,9613.42,5279.54,5422.60,5126.17,5286.01
2020-02-04,9292.84,9331.27,9112.81,9180.96,5273.29,5415.97,5119.93,5279.44
2020-02-03,9344.68,9540.37,9248.63,9293.52,5266.95,5409.61,5113.72,5273.19
2020-02-02,9389.82,9468.80,9217.82,9344.37,5260.58,5403.10,5107.41,5266.85
2020-02-01,9346.36,9439.32,9313.24,9392.88,5254.17,5396.64,5101.13,5260.48
2020-01-31,9508.31,9521.71,9230.78,9350.53,5247.79,5390.20,5094.77,5254.07
2020-01-30,9316.02,9553.13,9230.90,9508.99,5241.30,5383.69,5088.48,5247.69
2020-01-29,9357.47,9406.43,9269.47,9316.63,5234.94,5377.17,5082.18,5241.19
2020-01-28,8912.52,9358.59,8908.45,9358.59,5228.55,5370.75,5075.85,5234.84
2020-01-27,8597.31,8977.73,8597.31,8909.82,5222.49,5364.37,5069.79,5228.45
2020-01-26,8364.41,8602.40,8325.50,8596.83,5216.65,5358.26,5063.95,5222.39
2020-01-25,8440.12,8458.45,8296.22,8367.85,5210.98,5352.42,5058.30,5216.55
2020-01-24,8405.57,8514.67,8266.84,8445.43,5205.25,5346.68,5052.67,5210.87
2020-01-23,8680.65,8687.75,8333.64,8406.52,5199.54,5340.90,5047.06,5205.14
2020-01-22,8744.21,8792.99,8636.75,8680.88,5193.64,5334.99,5041.41,5199.43
2020-01-21,8658.99,8755.71,8544.52,8745.89,5187.69,5329.01,5035.54,5193.53
2020-01-20,8704.63,8745.59,8560.47,8657.64,5181.80,5323.05,5029.73,5187.58
2020-01-19,8941.45,9164.36,8620.08,8706.25,5175.88,5317.10,5023.90,5181.69
2020-01-18,8927.21,9012.20,8827.33,8942.81,5169.79,5310.85,5018.04,5175.77
2020-01-17,8725.21,8958.12,8677.32,8929.04,5163.70,5304.71,5012.03,5169.68
2020-01-16,8812.48,8846.46,8612.10,8723.79,5157.77,5298.61,5006.12,5163.59
2020-01-15,8825.34,8890.12,8657.19,8807.01,5151.78,5292.59,5000.26,5157.66
2020-01-14,8140.93,8879.51,8140.93,8827.76,5145.77,5286.54,4994.38,5151.67
2020-01-13,8189.77,8197.79,8079.70,8144.19,5140.25,5280.50,4988.86,5145.66
2020-01-12,8033.26,8200.06,8009.06,8192.49,5134.70,5274.94,4983.38,5140.14
2020-01-11,8162.19,8218.36,8029.64,8037.54,5129.25,5269.38,4977.96,5134.58
2020-01-10,7878.31,8166.55,7726.77,8166.55,5123.72,5263.81,4972.52,5129.14
2020-01-09,8082.30,8082.30,7842.40,7879.07,5118.40,5258.28,4967.29,5123.60
2020-01-08,8161.94,8396.74,7956.77,8079.86,5112.92,5252.80,4961.99,5118.27
2020-01-07,7768.68,8178.22,7768.23,8163.69,5107.38,5247.10,4956.60,5112.80
2020-01-06,7410.45,7781.87,7409.29,7769.22,5102.13,5241.56,4951.34,5107.26
2020-01-05,7410.45,7544.50,7400.54,7411.32,5097.13,5236.30,4946.34,5102.01
2020-01-04,7345.38,7427.39,7309.51,7410.66,5092.12,5231.20,4941.34,5097.01
2020-01-03,6984.43,7413.72,6915.00,7344.88,5087.17,5226.19,4936.40,5092.00
2020-01-02,7202.55,7212.16,6935.27,6985.47,5082.48,5221.20,4931.75,5087.05
2020-01-01,7194.89,7254.33,7174.94,7200.17,5077.64,5216.35,4927.10,5082.36
2019-12-31,7294.44,7335.29,7169.78,7193.60,5072.81,5211.48,4922.28,5077.52
2019-12-30,7420.27,7454.82,7276.31,7293.00,5067.91,5206.56,4917.46,5072.69
2019-12-29,7317.65,7513.95,7279.87,7422.65,5062.92,5201.55,4912.58,5067.79
2019-12-28,7289.03,7399.04,7286.91,7317.99,5058.01,5196.49,4907.68,5062.80
2019-12-27,7238.14,7363.53,7189.93,7290.09,5053.11,5191.52,4902.78,5057.88
2019-12-26,7274.80,7388.30,7200.39,7238.97,5048.24,5186.57,4897.94,5052.98
2019-12-25,7325.76,7357.02,7220.99,7275.16,5043.35,5181.59,4893.10,5048.12
2019-12-24,7354.39,7535.72,7269.53,7322.53,5038.42,5176.64,4888.24,5043.22
2019-12-23,7508.90,7656.18,7326.19,7355.63,5033.48,5171.57,4883.34,5038.29
2019-12-22,7191.19,7518.03,7167.18,7511.59,5028.43,5166.42,4878.42,5033.35
2019-12-21,7220.59,7223.23,7112.74,7191.16,5023.60,5161.37,4873.61,5028.30
2019-12-20,7208.64,7257.92,7086.12,7218.82,5018.75,5156.52,4868.83,5023.48
2019-12-19,7277.59,7346.60,7041.38,7202.84,5013.90,5151.64,4864.07,5018.62
2019-12-18,6647.70,7324.98,6540.05,7276.80,5009.00,5146.70,4859.33,5013.78
2019-12-17,6931.32,6964.08,6587.97,6640.52,5004.54,5141.77,4854.95,5008.88
2019-12-16,7153.66,7171.17,6903.68,6932.48,4999.88,5137.09,4850.53,5004.42
2019-12-15,7124.24,7181.08,6924.38,7152.30,4995.06,5132.26,4845.89,4999.76
2019-12-14,7268.90,7308.84,7097.21,7124.67,4990.25,5127.42,4841.22,4994.94
2019-12-13,7244.66,7293.56,7227.12,7269.68,4985.33,5122.48,4836.43,4990.13
2019-12-12,7216.74,7266.64,7164.74,7243.13,4980.43,5117.54,4831.53,4985.21
2019-12-11,7277.20,7324.16,7195.53,7217.43,4975.55,5112.63,4826.69,4980.31
2019-12-10,7397.13,7424.02,7246.04,7278.12,4970.62,5107.67,4821.81,4975.43
2019-12-09,7561.80,7618.09,7365.99,7400.90,4965.60,5102.64,4816.91,4970.50
2019-12-08,7551.34,7634.61,7476.09,7564.35,4960.47,5097.47,4811.91,4965.48
2019-12-07,7547.27,7589.95,7525.71,7556.24,4955.34,5092.29,4806.84,4960.34
2019-12-06,7450.56,7547.00,7392.18,7547.00,4950.23,5087.14,4801.73,4955.22
2019-12-05,7253.24,7743.43,7232.68,7448.31,4945.18,5082.03,4796.72,4950.10
2019-12-04,7320.13,7539.78,7170.92,7252.03,4940.27,5076.78,4791.82,4945.06
2019-12-03,7323.98,7418.86,7229.36,7320.15,4935.31,5071.66,4786.96,4940.14
2019-12-02,7424.04,7474.82,7233.40,7321.99,4930.34,5066.63,4782.07,4935.18
2019-12-01,7571.62,7571.62,7291.34,7424.29,4925.30,5061.56,4777.16,4930.22
2019-11-30,7764.06,7836.10,7515.85,7569.63,4920.17,5056.42,4772.22,4925.18
2019-11-29,7466.73,7781.18,7460.76,7761.24,4914.89,5051.10,4767.12,4920.04
2019-11-28,7536.82,7730.07,7454.12,7463.11,4909.83,5045.81,4762.05,4914.77
2019-11-27,7220.88,7619.69,6974.17,7531.66,4904.73,5040.58,4757.00,4909.71
2019-11-26,7145.16,7320.23,7098.57,7218.37,4899.85,5035.42,4752.29,4904.61
2019-11-25,7039.98,7319.86,6617.17,7146.13,4895.03,5030.47,4747.50,4899.74
2019-11-24,7398.63,7408.58,7029.29,7047.92,4890.28,5025.53,4743.05,4894.91
2019-11-23,7296.16,7442.26,7151.42,7397.80,4885.28,5020.53,4738.31,4890.17
2019-11-22,7643.57,7697.38,6936.71,7296.58,4880.34,5015.50,4733.47,4885.16
2019-11-21,8023.64,8110.10,7597.38,7642.75,4875.17,5010.29,4728.79,4880.22
2019-11-20,8203.61,8237.24,8010.51,8027.27,4869.74,5004.80,4723.65,4875.05
2019-11-19,8305.13,8408.52,8099.96,8206.15,4864.15,4999.22,4718.20,4869.62
2019-11-18,8573.98,8653.28,8273.57,8309.29,4858.50,4993.49,4712.68,4864.03
2019-11-17,8549.47,8727.79,8500.97,8577.98,4852.64,4987.59,4707.04,4858.37
2019-11-16,8491.17,8592.00,8473.97,8550.76,4846.81,4981.63,4701.24,4852.52
2019-11-15,8705.71,8730.87,8484.84,8491.99,4841.01,4975.77,4695.44,4846.69
2019-11-14,8811.94,8826.94,8692.55,8708.09,4835.10,4969.85,4689.64,4840.88
2019-11-13,8812.03,8836.84,8761.65,8808.26,4829.11,4963.85,4683.74,4834.97
2019-11-12,8759.75,8853.77,8685.43,8815.66,4823.13,4957.85,4677.78,4828.99
2019-11-11,9056.92,9081.28,8700.61,8757.79,4817.19,4951.84,4671.89,4823.00
2019-11-10,8812.49,9103.83,8806.16,9055.53,4811.04,4945.68,4665.99,4817.06
2019-11-09,8809.47,8891.82,8793.16,8813.58,4805.07,4939.50,4660.02,4810.92
2019-11-08,9265.37,9272.76,8775.53,8804.88,4799.10,4933.47,4654.06,4804.94
2019-11-07,9352.39,9368.48,9202.35,9267.56,4792.81,4927.18,4648.11,4798.97
2019-11-06,9340.86,9423.24,9305.91,9360.88,4786.44,4920.81,4641.84,4792.68
2019-11-05,9413.00,9457.42,9256.93,9342.53,4780.07,4914.39,4635.50,4786.30
2019-11-04,9235.61,9505.05,9191.49,9412.61,4773.66,4907.95,4629.19,4779.94
2019-11-03,9324.79,9379.81,9141.25,9235.35,4767.37,4901.47,4622.93,4773.52
2019-11-02,9259.78,9377.49,9249.59,9324.72,4761.02,4895.08,4616.71,4767.23
2019-11-01,9193.99,9275.66,9132.05,9261.10,4754.71,4888.69,4610.41,4760.88
2019-10-31,9202.46,9383.16,9028.72,9199.58,4748.45,4882.38,4604.19,4754.58
2019-10-30,9422.46,9426.87,9085.37,9205.73,4742.18,4875.98,4598.04,4748.31
2019-10-29,9248.44,9516.18,9232.65,9427.69,4735.76,4869.56,4591.85,4742.04
2019-10-28,9565.10,9805.12,9256.15,9256.15,4729.46,4863.07,4585.56,4735.62
2019-10-27,9241.71,9749.53,9112.54,9551.71,4722.93,4856.38,4579.25,4729.31
2019-10-26,8667.58,10021.74,8662.62,9244.97,4716.63,4849.71,4573.03,4722.79
2019-10-25,7490.70,8691.54,7479.98,8660.70,4710.76,4842.88,4567.13,4716.48
2019-10-24,7509.73,7532.87,7446.99,7493.49,4705.73,4837.00,4562.11,4710.62
2019-10-23,8076.23,8093.00,7469.32,7514.67,4700.69,4831.95,4557.11,4705.60
2019-10-22,8243.40,8296.65,8074.46,8078.20,4695.23,4826.49,4552.09,4700.54
2019-10-21,8225.12,8296.69,8196.42,8243.72,4689.65,4820.88,4546.63,4695.09
2019-10-20,7997.81,8281.82,7949.44,8222.08,4684.10,4815.27,4541.08,4689.51
2019-10-19,7973.80,8082.63,7944.78,7988.56,4678.71,4809.68,4535.71,4683.95
2019-10-18,8100.93,8138.41,7902.16,7973.21,4673.35,4804.24,4530.36,4678.58
2019-10-17,8047.81,8134.83,8000.94,8103.91,4667.89,4798.76,4525.04,4673.21
2019-10-16,8204.67,8216.81,7985.09,8047.53,4662.46,4793.28,4519.65,4667.75
2019-10-15,8373.46,8410.71,8182.71,8205.37,4656.94,4787.74,4514.26,4662.33
2019-10-14,8320.83,8390.21,8284.13,8374.69,4651.27,4782.06,4508.74,4656.80
2019-10-13,8336.90,8470.99,8276.61,8321.01,4645.64,4776.39,4503.13,4651.14
2019-10-12,8315.67,8415.24,8313.34,8336.56,4639.99,4770.65,4497.52,4645.50
2019-10-11,8585.26,8721.78,8316.18,8321.76,4634.38,4764.98,4491.88,4639.86
2019-10-10,8585.28,8625.27,8471.93,8586.47,4628.54,4759.07,4486.23,4634.24
2019-10-09,8229.84,8627.71,8169.30,8595.74,4622.71,4753.21,4480.47,4628.40
2019-10-08,8246.85,8332.71,8185.76,8228.78,4617.12,4747.35,4474.93,4622.56
2019-10-07,7989.12,8308.45,7905.77,8245.62,4611.52,4741.69,4469.36,4616.98
2019-10-06,8149.88,8161.41,7958.85,7988.16,4606.09,4736.05,4463.99,4611.37
2019-10-05,8210.15,8215.53,8071.12,8151.50,4600.55,4730.50,4458.58,4605.94
2019-10-04,8259.49,8260.06,8151.24,8205.94,4594.94,4724.91,4453.07,4600.40
2019-10-03,8390.77,8414.23,8146.44,8259.99,4589.30,4719.27,4447.51,4594.80
2019-10-02,8344.21,8393.04,8227.70,8393.04,4583.56,4713.53,4441.94,4589.15
2019-10-01,8299.72,8497.69,8232.68,8343.28,4577.86,4707.79,4436.32,4583.41
2019-09-30,8104.23,8314.23,7830.76,8293.87,4572.20,4701.99,4430.69,4577.71
2019-09-29,8246.04,8261.71,7990.50,8104.19,4566.68,4696.33,4425.36,4572.06
2019-09-28,8251.27,8285.62,8125.43,8245.92,4561.04,4690.69,4419.91,4566.54
2019-09-27,8113.10,8271.52,7965.92,8251.85,4555.41,4685.03,4414.35,4560.90
2019-09-26,8487.67,8515.69,7895.63,8118.97,4549.86,4679.38,4408.91,4555.26
2019-09-25,8603.43,8744.83,8325.40,8486.99,4544.03,4673.56,4403.51,4549.72
2019-09-24,9729.32,9804.32,8370.80,8620.57,4538.12,4667.55,4397.79,4543.89
2019-09-23,10067.96,10074.24,9727.14,9729.32,4531.40,4660.78,4392.04,4537.96
2019-09-22,10024.12,10074.44,9922.53,10070.39,4524.44,4653.81,4385.32,4531.24
2019-09-21,10183.65,10188.10,10000.71,10019.72,4517.51,4646.85,4378.46,4524.28
2019-09-20,10266.32,10285.87,10132.19,10181.64,4510.47,4639.81,4371.54,4517.36
2019-09-19,10200.50,10295.67,9851.69,10266.42,4503.37,4632.69,4364.53,4510.31
2019-09-18,10247.80,10275.93,10191.47,10198.25,4496.32,4625.58,4357.73,4503.21
2019-09-17,10281.51,10296.77,10199.74,10241.27,4489.24,4618.48,4350.68,4496.17
2019-09-16,10347.22,10386.87,10189.74,10276.79,4482.13,4611.37,4343.63,4489.09
2019-09-15,10356.47,10387.04,10313.09,10347.71,4474.97,4604.19,4336.58,4481.99
2019-09-14,10345.40,10422.13,10291.69,10358.05,4467.81,4597.00,4329.44,4474.82
2019-09-13,10415.36,10441.49,10226.60,10360.55,4460.66,4589.80,4322.33,4467.66
2019-09-12,10176.82,10442.25,10099.24,10410.13,4453.46,4582.59,4315.25,4460.50
2019-09-11,10123.04,10215.95,9980.78,10178.37,4446.42,4575.37,4308.26,4453.31
2019-09-10,10336.41,10394.35,10020.57,10115.98,4439.43,4568.32,4301.35,4446.26
2019-09-09,10443.23,10450.31,10144.93,10334.97,4432.32,4561.17,4294.43,4439.27
2019-09-08,10518.11,10595.64,10409.09,10441.28,4425.13,4553.98,4287.44,4432.16
2019-09-07,10353.93,10558.67,10348.92,10517.25,4417.89,4546.69,4280.27,4424.97
2019-09-06,10578.20,10898.76,10292.30,10353.30,4410.76,4539.43,4273.14,4417.74
2019-09-05,10588.18,10627.27,10516.42,10575.53,4403.48,4531.92,4266.04,4410.61
2019-09-04,10621.18,10762.64,10434.71,10594.49,4396.21,4524.65,4258.80,4403.33
2019-09-03,10345.73,10736.10,10308.55,10623.54,4388.91,4517.32,4251.62,4396.06
2019-09-02,9757.47,10396.59,9730.65,10346.76,4381.78,4509.95,4244.51,4388.76
2019-09-01,9630.59,9796.76,9582.94,9757.97,4375.04,4502.78,4237.79,4381.63
2019-08-31,9597.54,9673.22,9531.80,9630.66,4368.39,4496.02,4231.17,4374.89
2019-08-30,9514.84,9656.12,9428.30,9598.17,4361.77,4489.35,4224.58,4368.23
2019-08-29,9756.79,9756.79,9421.63,9510.20,4355.20,4482.69,4218.07,4361.61
2019-08-28,10203.43,10279.37,9716.66,9754.42,4348.44,4475.95,4211.56,4355.04
2019-08-27,10372.83,10381.33,10087.30,10185.50,4341.37,4468.82,4204.82,4348.29
2019-08-26,10126.30,10512.33,10126.30,10370.82,4334.16,4461.62,4197.82,4341.23
2019-08-25,10160.74,10304.62,10008.79,10138.52,4327.13,4454.32,4190.79,4334.02
2019-08-24,10407.64,10418.02,9982.30,10159.96,4320.07,4447.17,4183.84,4326.98
2019-08-23,10136.31,10442.44,10078.19,10407.96,4312.84,4439.93,4176.91,4319.93
2019-08-22,10142.52,10233.00,9831.46,10131.06,4305.79,4432.67,4169.91,4312.69
2019-08-21,10764.57,10798.73,9962.72,10138.05,4298.74,4425.55,4163.07,4305.65
2019-08-20,10916.35,10947.04,10618.96,10763.23,4291.24,4418.03,4156.15,4298.60
2019-08-19,10350.28,10916.05,10313.20,10916.05,4283.63,4410.41,4148.75,4291.10
2019-08-18,10233.01,10487.07,10119.09,10345.81,4276.43,4402.80,4141.57,4283.50
2019-08-17,10358.72,10452.63,10086.70,10231.74,4269.31,4395.50,4134.53,4276.29
2019-08-16,10319.42,10524.35,9855.48,10374.34,4262.10,4388.23,4127.51,4269.18
