Date,Open,High,Low,Close,200_WMA_Open,200_WMA_High,200_WMA_Low,200_WMA_Close,200_WMA_Dollar_1_Day,200_WMA_Percent_1_Day,Price_Change_Dollar_200_Week,Price_Change_Percent_200_Week,Price_Change_Dollar_Same_Day_Swing,Price_Change_Percent_Same_Day_Swing,Price_Change_Dollar_1_Day,Price_Change_Percent_1_Day
2023-03-28,27132.89,27460.72,26677.82,27268.13,25454.36,26076.76,24765.53,25464.47,13.25,0.05,18548.17,212.71,782.90,2.9,128.24,0.47
2023-03-27,27994.07,28037.93,26606.69,27139.89,25441.26,26063.43,24752.64,25451.22,13.10,0.05,18334.11,208.21,1431.24,5.3,-854.44,-3.05
2023-03-26,27495.52,28178.14,27445.05,27994.33,25427.46,26049.77,24739.83,25438.12,13.80,0.05,19321.11,222.77,733.10,2.6,499.62,1.82
2023-03-25,27487.34,27791.83,27196.23,27494.71,25413.57,26035.85,24725.89,25424.32,13.88,0.05,19442.16,241.44,595.59,2.2,1.42,0.01
2023-03-24,28324.11,28388.44,27039.27,27493.29,25399.65,26021.79,24712.15,25410.44,13.94,0.05,19505.91,244.21,1349.17,4.9,-840.69,-2.97
2023-03-23,27301.96,28729.84,27183.36,28333.97,25385.04,26007.33,24698.43,25396.50,14.61,0.06,20452.12,259.48,1546.48,5.5,1026.54,3.76
2023-03-22,28158.72,28803.34,26760.00,27307.44,25371.03,25992.49,24684.38,25381.89,14.02,0.06,19627.37,255.56,2043.34,7.5,-868.38,-3.08
2023-03-21,27768.39,28439.56,27439.65,28175.82,25356.60,25977.62,24670.71,25367.87,14.44,0.06,20212.49,253.82,999.92,3.5,408.58,1.47
2023-03-20,28041.60,28527.72,27242.88,27767.24,25342.46,25963.07,24656.71,25353.43,14.13,0.06,19788.93,248.03,1284.84,4.6,-271.44,-0.97
2023-03-19,26969.50,28440.56,26907.72,28038.68,25328.29,25948.55,24642.74,25339.30,14.18,0.06,19840.99,242.03,1532.84,5.5,1072.80,3.98
2023-03-18,27448.12,27725.95,26636.26,26965.88,25314.22,25934.14,24628.71,25325.12,14.06,0.06,19694.67,270.86,1089.69,4.0,-458.05,-1.67
2023-03-17,25055.12,27787.81,24955.17,27423.93,25299.85,25919.65,24614.86,25311.06,14.34,0.06,20080.04,273.42,2832.64,10.3,2371.14,9.46
2023-03-16,24373.46,25190.33,24225.11,25052.79,25287.59,25905.47,24602.06,25296.72,12.26,0.05,17167.88,217.73,965.21,3.9,676.83,2.78
2023-03-15,24770.93,25240.62,23964.91,24375.96,25276.04,25893.42,24590.28,25284.46,11.56,0.05,16170.79,197.08,1275.71,5.2,-370.11,-1.50
2023-03-14,24201.77,26514.72,24081.18,24746.07,25264.05,25881.26,24578.80,25272.90,11.97,0.05,16751.66,209.54,2433.53,9.8,548.54,2.27
2023-03-13,22156.41,24550.84,21918.20,24197.53,25252.34,25868.22,24567.10,25260.93,11.70,0.05,16382.62,209.63,2632.64,10.9,2033.58,9.18
2023-03-12,20628.03,22185.03,20448.81,22163.95,25241.50,25856.43,24556.38,25249.23,10.85,0.04,15191.58,217.88,1736.22,7.8,1531.54,7.42
2023-03-11,20187.88,20792.53,20068.66,20632.41,25231.91,25845.95,24546.64,25238.38,9.59,0.04,13427.64,186.37,723.87,3.5,445.17,2.21
2023-03-10,20367.00,20370.60,19628.25,20187.24,25222.05,25836.33,24536.86,25228.79,9.86,0.04,13808.39,216.47,742.34,3.7,-175.78,-0.86
2023-03-09,21720.08,21802.72,20210.31,20363.02,25211.91,25826.38,24527.23,25218.93,10.13,0.04,14188.49,229.79,1592.41,7.8,-1355.06,-6.24
2023-03-08,22216.44,22268.90,21708.05,21718.08,25200.67,25815.23,24517.07,25208.80,11.24,0.04,15735.62,263.03,560.85,2.6,-501.69,-2.26
2023-03-07,22428.32,22527.42,22011.26,22219.77,25188.99,25803.60,24505.71,25197.56,11.71,0.05,16390.27,281.16,516.16,2.3,-209.99,-0.94
2023-03-06,22436.82,22584.29,22331.31,22429.76,25177.07,25791.79,24494.08,25185.85,11.92,0.05,16682.95,290.30,252.98,1.1,-5.76,-0.03
2023-03-05,22354.14,22613.69,22307.14,22435.51,25165.18,25779.80,24482.17,25173.93,11.88,0.05,16639.80,287.11,306.54,1.4,82.16,0.37
2023-03-04,22362.92,22405.18,22198.98,22353.35,25153.38,25767.81,24470.31,25162.05,11.80,0.05,16522.18,283.34,206.20,0.9,-9.33,-0.04
2023-03-03,23476.63,23479.35,22213.24,22362.68,25141.52,25756.02,24458.49,25150.25,11.85,0.05,16594.39,287.68,1266.11,5.7,-1112.79,-4.74
2023-03-02,23647.02,23739.14,23245.02,23475.47,25128.69,25743.44,24446.55,25138.40,12.84,0.05,17970.18,326.42,494.12,2.1,-171.08,-0.72
2023-03-01,23150.93,23880.63,23088.63,23646.55,25115.66,25730.43,24433.80,25125.56,13.03,0.05,18243.85,337.68,792.01,3.3,499.20,2.16
2023-02-28,23521.84,23585.38,23077.65,23147.35,25102.95,25717.24,24421.13,25112.53,12.71,0.05,17796.63,332.60,507.73,2.2,-375.52,-1.60
2023-02-27,23561.45,23857.89,23205.88,23522.87,25089.90,25704.22,24408.38,25099.82,13.05,0.05,18275.52,348.28,652.01,2.8,-38.34,-0.16
2023-02-26,23174.15,23654.37,23084.22,23561.21,25076.84,25690.97,24395.52,25086.77,13.06,0.05,18276.07,345.80,570.15,2.4,385.84,1.66
2023-02-25,23200.12,23210.21,22861.56,23175.38,25064.06,25677.88,24382.79,25073.71,12.79,0.05,17907.08,339.90,348.65,1.5,-22.75,-0.10
2023-02-24,23946.01,24103.71,23007.07,23198.13,25051.26,25665.09,24370.20,25060.92,12.80,0.05,17918.78,339.41,1096.63,4.7,-749.37,-3.13
2023-02-23,24190.72,24572.09,23693.92,23947.49,25037.88,25651.73,24357.46,25048.12,13.37,0.05,18736.98,359.60,878.17,3.7,-241.35,-1.00
2023-02-22,24437.42,24472.34,23644.32,24188.84,25024.50,25638.13,24344.23,25034.75,13.37,0.05,18723.98,342.62,828.02,3.4,-247.51,-1.01
2023-02-21,24833.05,25126.85,24200.36,24436.35,25011.03,25624.68,24331.22,25021.38,13.48,0.05,18863.99,338.53,926.49,3.8,-392.79,-1.58
2023-02-20,24336.62,25020.46,23927.91,24829.15,24997.15,25610.76,24317.77,25007.90,13.88,0.06,19429.78,359.85,1092.55,4.4,501.51,2.06
2023-02-19,24640.03,25093.05,24327.64,24327.64,24983.56,25596.76,24304.46,24994.02,13.58,0.05,19013.11,357.76,765.41,3.1,-313.63,-1.27
2023-02-18,24565.30,24798.84,24468.37,24641.28,24969.77,25582.67,24290.83,24980.44,13.79,0.06,19303.39,361.63,330.46,1.3,75.68,0.31
2023-02-17,23621.28,24924.04,23460.76,24565.60,24956.01,25568.78,24277.14,24966.65,13.76,0.06,19261.79,363.17,1463.29,6.0,942.13,3.99
2023-02-16,24307.35,25134.12,23602.52,23623.47,24942.93,25554.79,24264.12,24952.89,13.09,0.05,18325.09,345.86,1531.59,6.5,-684.37,-2.82
2023-02-15,22220.59,24307.84,22082.77,24307.84,24929.32,25540.63,24251.01,24939.80,13.61,0.05,19055.90,362.84,2225.07,9.2,2087.04,9.39
2023-02-14,21801.82,22293.14,21632.39,22220.80,24917.18,25527.04,24238.96,24926.19,12.14,0.05,16985.25,324.42,660.75,3.0,412.70,1.89
2023-02-13,21787.00,21898.41,21460.09,21808.10,24905.23,25514.86,24227.12,24914.05,11.95,0.05,16740.99,330.39,438.33,2.0,19.90,0.09
2023-02-12,21870.90,22060.99,21682.83,21788.20,24893.36,25502.93,24215.38,24902.10,11.87,0.05,16620.48,321.62,378.17,1.7,-82.67,-0.38
2023-02-11,21651.84,21891.41,21618.45,21870.88,24881.38,25490.87,24203.50,24890.23,11.98,0.05,16774.29,329.13,272.96,1.2,219.69,1.01
2023-02-10,21819.01,21941.19,21539.39,21651.18,24869.55,25478.90,24191.68,24878.25,11.84,0.05,16561.64,325.41,401.79,1.9,-167.86,-0.77
2023-02-09,22946.57,22996.44,21773.97,21819.04,24857.58,25466.87,24179.83,24866.41,11.97,0.05,16754.55,330.82,1222.46,5.6,-1120.36,-4.88
2023-02-08,23263.42,23367.96,22731.10,22939.40,24844.99,25454.27,24167.86,24854.44,12.58,0.05,17614.85,330.82,636.86,2.8,-324.89,-1.40
2023-02-07,22757.27,23310.97,22756.26,23264.29,24832.09,25441.45,24155.33,24841.86,12.90,0.05,18059.33,346.96,554.72,2.4,504.18,2.22
2023-02-06,22954.02,23119.28,22692.03,22760.11,24819.62,25428.57,24142.77,24828.96,12.48,0.05,17470.34,330.27,427.25,1.9,-195.56,-0.85
2023-02-05,23332.25,23423.44,22841.76,22955.67,24806.93,25415.86,24130.24,24816.48,12.68,0.05,17756.77,341.55,581.68,2.5,-376.18,-1.61
2023-02-04,23446.32,23556.95,23291.79,23331.85,24793.88,25402.87,24117.53,24803.80,13.05,0.05,18272.03,361.12,265.15,1.1,-117.47,-0.50
2023-02-03,23469.41,23678.10,23279.96,23449.32,24780.73,25389.76,24104.46,24790.75,13.16,0.05,18412.64,365.57,398.15,1.7,-22.55,-0.10
2023-02-02,23720.82,24167.21,23468.60,23471.87,24767.48,25376.46,24091.34,24777.59,13.25,0.05,18549.07,376.80,698.62,3.0,-251.90,-1.06
2023-02-01,23137.84,23764.54,22877.75,23723.77,24754.09,25362.81,24078.04,24764.34,13.39,0.05,18750.75,377.05,886.79,3.7,584.49,2.53
2023-01-31,22840.80,23225.02,22765.57,23139.28,24741.05,25349.63,24065.18,24750.95,13.05,0.05,18259.41,374.18,459.45,2.0,299.14,1.31
2023-01-30,23774.65,23789.35,22657.58,22840.14,24727.71,25336.54,24051.88,24737.90,13.34,0.05,18681.96,449.28,1131.77,5.0,-934.43,-3.93
2023-01-29,23031.45,23919.89,22985.07,23774.57,24713.66,25322.53,24038.63,24724.56,14.05,0.06,19669.16,479.10,934.82,3.9,743.48,3.23
2023-01-28,23079.96,23165.90,22908.85,23031.09,24700.14,25308.38,24025.14,24710.51,13.52,0.05,18924.43,460.82,257.05,1.1,-47.64,-0.21
2023-01-27,23030.72,23417.72,22654.59,23078.73,24686.57,25294.91,24011.67,24696.99,13.56,0.05,18980.35,463.12,763.13,3.3,45.95,0.20
2023-01-26,23108.96,23237.08,22911.37,23032.78,24673.03,25281.12,23998.38,24683.43,13.55,0.05,18963.67,466.04,325.71,1.4,-85.08,-0.37
2023-01-25,22639.27,23722.10,22406.08,23117.86,24659.44,25267.44,23984.90,24669.88,13.59,0.06,19030.79,465.63,1316.02,5.7,481.39,2.13
2023-01-24,22929.63,23134.01,22549.74,22636.47,24646.12,25253.41,23971.73,24656.29,13.32,0.05,18651.39,468.03,584.27,2.6,-297.96,-1.30
2023-01-23,22721.09,23126.49,22654.30,22934.43,24632.57,25239.73,23958.44,24642.97,13.55,0.06,18971.36,478.70,472.18,2.1,214.02,0.94
2023-01-22,22777.99,23056.73,22387.90,22720.42,24619.22,25226.10,23945.07,24629.42,13.35,0.05,18698.25,464.88,668.83,2.9,-57.21,-0.25
2023-01-21,22677.43,23282.35,22511.83,22777.62,24605.84,25212.52,23931.94,24616.07,13.39,0.05,18741.80,464.39,770.51,3.4,101.07,0.45
2023-01-20,21085.37,22692.36,20919.13,22676.55,24592.51,25198.78,23918.73,24602.68,13.33,0.05,18652.58,463.54,1773.23,7.8,1589.76,7.54
2023-01-19,20686.75,21163.01,20685.38,21086.79,24580.33,25185.47,23906.66,24589.35,12.18,0.05,17057.47,423.33,477.63,2.3,398.01,1.92
2023-01-18,21161.05,21564.50,20541.54,20688.78,24568.47,25173.28,23894.75,24577.17,11.86,0.05,16601.30,406.15,1022.96,4.9,-472.74,-2.23
2023-01-17,21175.83,21438.66,20978.53,21161.52,24556.27,25160.79,23882.96,24565.31,12.21,0.05,17090.33,419.79,460.13,2.2,-8.11,-0.04
2023-01-16,20882.22,21360.88,20715.75,21169.63,24544.02,25148.40,23870.84,24553.10,12.24,0.05,17137.12,424.97,645.13,3.0,288.83,1.38
2023-01-15,20977.48,20993.75,20606.99,20880.80,24531.98,25136.05,23858.91,24540.86,12.04,0.05,16855.57,418.75,386.76,1.9,-95.50,-0.46
2023-01-14,19910.54,21075.14,19907.83,20976.30,24519.88,25123.95,23847.05,24528.82,12.09,0.05,16927.57,418.10,1167.31,5.6,1066.72,5.36
2023-01-13,18868.91,19964.32,18753.16,19909.57,24508.50,25111.81,23835.66,24516.73,11.39,0.05,15948.66,402.65,1211.16,6.1,1039.99,5.51
2023-01-12,18117.59,19030.09,17995.20,18869.59,24497.83,25100.38,23825.06,24505.34,10.68,0.04,14945.22,380.83,1034.88,5.5,934.69,5.21
2023-01-11,17446.36,17934.90,17337.99,17934.90,24487.67,25089.61,23815.00,24494.66,10.02,0.04,14028.18,359.08,596.90,3.3,488.60,2.80
2023-01-10,17192.95,17484.72,17162.99,17446.29,24478.00,25079.60,23805.39,24484.64,9.67,0.04,13537.14,346.29,321.73,1.8,249.74,1.45
2023-01-09,17093.99,17389.96,17093.99,17196.55,24468.51,25069.92,23795.89,24474.97,9.49,0.04,13291.33,340.35,295.96,1.7,105.41,0.62
2023-01-08,16954.15,17091.14,16924.05,17091.14,24459.12,25060.33,23786.46,24465.48,9.39,0.04,13139.54,332.51,167.09,1.0,136.07,0.80
2023-01-07,16952.12,16975.02,16914.19,16955.08,24449.85,25050.96,23777.18,24456.09,9.28,0.04,12991.76,327.80,60.83,0.4,3.11,0.02
2023-01-06,16836.47,16991.99,16716.42,16951.97,24440.52,25041.68,23767.88,24446.81,9.32,0.04,13050.84,334.54,275.57,1.6,115.23,0.68
2023-01-05,16863.47,16884.02,16790.28,16836.74,24431.29,25032.36,23758.70,24437.49,9.23,0.04,12925.25,330.44,93.74,0.6,-26.50,-0.16
2023-01-04,16680.21,16964.59,16667.76,16863.24,24422.04,25023.12,23749.49,24428.26,9.25,0.04,12959.30,331.95,296.82,1.8,183.38,1.10
2023-01-03,16688.85,16760.45,16622.37,16679.86,24412.90,25013.80,23740.35,24419.01,9.14,0.04,12783.48,328.09,138.08,0.8,-8.61,-0.05
2023-01-02,16625.51,16759.34,16572.23,16688.47,24403.67,25004.62,23731.15,24409.87,9.23,0.04,12926.91,343.66,187.12,1.1,63.39,0.38
2023-01-01,16547.91,16630.44,16521.23,16625.08,24394.54,24995.41,23721.98,24400.64,9.13,0.04,12777.90,332.14,109.21,0.7,77.58,0.47
2022-12-31,16603.67,16628.99,16517.52,16547.50,24385.48,24986.30,23712.92,24391.51,9.06,0.04,12683.08,328.20,111.47,0.7,-55.09,-0.33
2022-12-30,16641.33,16643.43,16408.47,16602.59,24376.38,24977.19,23703.86,24382.45,9.10,0.04,12743.00,330.17,234.95,1.4,-39.76,-0.24
2022-12-29,16552.32,16651.76,16508.68,16642.34,24367.24,24968.09,23694.89,24373.35,9.14,0.04,12787.56,331.73,143.07,0.9,89.77,0.54
2022-12-28,16716.40,16768.17,16497.56,16552.57,24358.17,24958.99,23685.85,24364.21,9.07,0.04,12701.53,329.82,270.61,1.6,-164.60,-0.98
2022-12-27,16919.29,16959.85,16642.07,16717.17,24348.98,24949.79,23676.77,24355.14,9.18,0.04,12862.82,333.72,317.77,1.9,-202.63,-1.20
2022-12-26,16842.25,16920.12,16812.37,16919.80,24339.67,24940.45,23667.62,24345.96,9.32,0.04,13037.11,335.77,107.75,0.6,77.82,0.46
2022-12-25,16847.51,16860.55,16755.25,16841.99,24330.36,24931.16,23658.33,24336.64,9.31,0.04,13031.56,342.00,105.30,0.6,-5.77,-0.03
2022-12-24,16796.98,16864.70,16793.53,16847.76,24321.29,24922.13,23649.08,24327.33,9.07,0.04,12705.23,306.70,71.18,0.4,50.80,0.30
2022-12-23,16829.64,16905.22,16794.46,16796.95,24312.14,24913.06,23639.92,24318.26,9.14,0.04,12791.43,319.34,110.76,0.7,-33.39,-0.20
2022-12-22,16818.38,16866.67,16592.41,16830.34,24302.95,24903.85,23630.74,24309.12,9.19,0.04,12876.22,325.64,274.27,1.6,12.81,0.08
2022-12-21,16904.53,16916.80,16755.91,16817.54,24293.79,24894.67,23621.71,24299.93,9.16,0.04,12817.71,320.46,160.89,1.0,-88.77,-0.53
2022-12-20,16441.79,17012.98,16427.87,16906.30,24284.54,24885.44,23612.54,24290.77,9.25,0.04,12959.21,328.32,585.12,3.5,466.62,2.84
2022-12-19,16759.04,16807.53,16398.14,16439.68,24275.59,24876.15,23603.60,24281.52,8.95,0.04,12523.96,319.84,409.39,2.5,-318.30,-1.90
2022-12-18,16795.61,16815.39,16697.82,16757.98,24266.24,24866.96,23594.51,24272.57,9.34,0.04,13084.14,356.14,117.57,0.7,-37.12,-0.22
2022-12-17,16646.98,16800.59,16614.03,16795.09,24256.84,24857.58,23585.16,24263.23,9.41,0.04,13165.30,362.70,186.56,1.1,147.61,0.89
2022-12-16,17364.55,17505.53,16584.70,16647.48,24247.53,24848.19,23575.88,24253.82,9.31,0.04,13026.67,359.77,920.82,5.5,-717.38,-4.13
2022-12-15,17813.64,17846.74,17322.59,17364.87,24237.71,24838.29,23566.61,24244.51,9.82,0.04,13747.98,380.11,524.15,3.0,-450.79,-2.53
2022-12-14,17782.07,18318.53,17739.51,17815.65,24227.58,24828.15,23556.82,24234.69,10.13,0.04,14183.58,390.51,579.02,3.3,34.33,0.19
2022-12-13,17206.44,17930.09,17111.76,17781.32,24217.49,24817.69,23546.73,24224.56,10.09,0.04,14127.79,386.69,818.32,4.6,574.88,3.34
2022-12-12,17102.50,17212.56,16899.39,17206.44,24207.80,24807.50,23537.09,24214.47,9.69,0.04,13558.01,371.61,313.17,1.8,102.24,0.60
2022-12-11,17129.71,17245.63,17091.82,17104.19,24198.23,24797.84,23527.62,24204.78,9.58,0.04,13414.00,363.50,153.81,0.9,-24.53,-0.14
2022-12-10,17134.22,17216.83,17120.68,17128.72,24188.61,24788.16,23518.01,24195.20,9.61,0.04,13457.52,366.57,96.14,0.6,-4.43,-0.03
2022-12-09,17232.15,17280.55,17100.84,17133.15,24178.99,24778.49,23508.39,24185.59,9.62,0.04,13466.37,367.25,179.71,1.0,-100.32,-0.58
2022-12-08,16847.35,17267.92,16788.78,17233.47,24169.12,24768.79,23498.59,24175.97,9.88,0.04,13834.00,406.95,479.13,2.8,385.35,2.29
2022-12-07,17089.51,17109.38,16750.56,16848.13,24159.52,24758.91,23489.03,24166.09,9.59,0.04,13434.36,393.53,358.82,2.1,-241.38,-1.41
2022-12-06,16975.24,17091.86,16939.92,17089.50,24149.79,24749.16,23479.49,24156.50,9.73,0.04,13623.15,393.01,151.94,0.9,114.68,0.68
2022-12-05,17128.89,17378.15,16922.43,16974.83,24140.13,24739.44,23469.85,24146.77,9.65,0.04,13515.67,390.72,455.72,2.7,-155.66,-0.91
2022-12-04,16908.17,17157.77,16903.44,17130.49,24130.38,24729.51,23460.23,24137.12,9.77,0.04,13666.47,394.53,254.33,1.5,222.25,1.31
2022-12-03,17090.10,17116.04,16888.14,16908.24,24120.81,24719.77,23450.62,24127.35,9.56,0.04,13387.18,380.20,227.90,1.3,-180.42,-1.06
2022-12-02,16968.68,17088.66,16877.88,17088.66,24111.09,24710.06,23441.03,24117.79,9.72,0.04,13600.71,389.93,210.78,1.2,121.53,0.72
2022-12-01,17168.00,17197.50,16888.39,16967.13,24101.45,24700.35,23431.42,24108.07,9.65,0.04,13509.34,390.69,309.11,1.8,-201.43,-1.17
2022-11-30,16445.48,17190.94,16445.48,17168.57,24091.67,24690.57,23421.82,24098.42,9.77,0.04,13682.38,392.47,745.46,4.3,723.58,4.40
2022-11-29,16217.64,16522.26,16139.40,16444.98,24082.38,24680.79,23412.53,24088.65,9.28,0.04,12996.87,376.93,382.86,2.3,227.66,1.40
2022-11-28,16440.22,16482.93,16054.53,16217.32,24073.28,24671.48,23403.43,24079.37,9.10,0.04,12746.87,367.30,428.40,2.6,-227.30,-1.38
2022-11-27,16463.88,16594.41,16437.03,16444.63,24064.09,24662.26,23394.42,24070.27,9.19,0.04,12860.66,358.84,157.38,1.0,-19.65,-0.12
2022-11-26,16521.58,16666.86,16416.23,16464.28,24054.91,24652.99,23385.22,24061.08,9.19,0.04,12861.82,357.03,250.63,1.5,-57.56,-0.35
2022-11-25,16602.27,16603.32,16388.40,16521.84,24045.68,24643.70,23376.07,24051.89,9.23,0.04,12922.08,358.97,214.91,1.3,-82.62,-0.50
2022-11-24,16611.64,16771.47,16501.77,16604.46,24036.40,24634.42,23366.91,24042.66,9.29,0.04,13003.60,361.12,269.71,1.6,-6.24,-0.04
2022-11-23,16195.59,16638.19,16170.50,16610.71,24027.09,24625.02,23357.68,24033.37,9.30,0.04,13025.58,363.32,467.69,2.8,420.94,2.60
2022-11-22,15782.30,16253.05,15656.61,16189.77,24018.10,24615.72,23348.67,24024.07,8.99,0.04,12585.19,349.14,596.44,3.7,402.49,2.55
2022-11-21,16291.22,16291.22,15599.05,15787.28,24009.38,24606.70,23340.02,24015.08,8.73,0.04,12211.25,341.47,692.18,4.4,-504.55,-3.10
2022-11-20,16712.92,16746.78,16248.69,16291.83,24000.32,24597.64,23331.42,24006.35,9.06,0.04,12690.82,352.42,498.09,3.1,-419.71,-2.51
2022-11-19,16696.22,16797.88,16570.41,16711.55,23991.04,24588.35,23322.37,23997.29,9.28,0.04,12982.98,348.20,227.47,1.4,13.77,0.08
2022-11-18,16687.91,16947.06,16564.61,16697.78,23981.73,24579.04,23313.15,23988.01,9.31,0.04,13039.94,356.49,382.45,2.3,10.26,0.06
2022-11-17,16670.43,16726.44,16460.68,16687.52,23972.44,24569.57,23303.91,23978.70,9.29,0.04,13008.95,353.64,265.76,1.6,18.08,0.11
2022-11-16,16884.34,16960.29,16430.11,16669.44,23963.14,24560.25,23294.74,23969.41,9.30,0.04,13014.43,356.07,530.18,3.2,-215.17,-1.27
2022-11-15,16617.48,17051.96,16542.55,16884.61,23953.67,24550.77,23285.60,23960.11,9.47,0.04,13253.94,365.05,509.41,3.0,266.41,1.60
2022-11-14,16352.03,17109.32,15872.94,16618.20,23944.45,24541.24,23276.37,23950.64,9.22,0.04,12912.15,348.41,1236.38,7.4,264.83,1.62
2022-11-13,16799.72,16920.77,16320.63,16353.37,23935.31,24531.68,23267.56,23941.42,9.14,0.04,12800.41,360.28,600.13,3.7,-445.82,-2.65
2022-11-12,17036.88,17066.68,16651.78,16799.19,23925.92,24522.22,23258.44,23932.28,9.39,0.04,13137.88,358.83,414.90,2.5,-235.11,-1.38
2022-11-11,17583.25,17650.94,16543.48,17034.29,23916.38,24512.67,23249.15,23922.89,9.53,0.04,13346.93,361.96,1107.46,6.5,-552.48,-3.14
2022-11-10,15883.16,18054.31,15834.02,17586.77,23906.45,24502.72,23239.95,23913.36,9.93,0.04,13907.85,378.04,2220.29,12.6,1705.99,10.74
2022-11-09,18543.76,18590.46,15682.69,15880.78,23897.99,24492.72,23231.25,23903.43,8.47,0.04,11845.48,293.55,2907.77,18.3,-2660.49,-14.35
2022-11-08,20600.67,20664.61,17603.54,18541.27,23887.62,24482.35,23222.92,23894.96,10.36,0.04,14510.42,359.98,3061.06,16.5,-2061.54,-10.01
2022-11-07,20924.62,21053.25,20489.97,20602.82,23875.79,24470.53,23213.20,23884.60,11.84,0.05,16577.57,411.84,563.27,2.7,-323.67,-1.55
2022-11-06,21285.06,21345.38,20920.19,20926.49,23863.75,24458.41,23201.44,23872.76,12.04,0.05,16849.85,413.33,425.19,2.0,-356.21,-1.67
2022-11-05,21144.83,21446.89,21097.63,21282.69,23851.29,24446.09,23189.23,23860.72,12.45,0.05,17437.50,453.49,349.25,1.6,135.46,0.64
2022-11-04,20208.77,21209.56,20188.02,21147.23,23838.94,24433.56,23176.90,23848.27,12.35,0.05,17289.51,448.18,1021.54,4.8,937.24,4.64
2022-11-03,20162.69,20382.10,20086.24,20209.99,23827.24,24421.17,23165.18,23835.92,11.70,0.05,16373.25,426.75,295.86,1.5,50.48,0.25
2022-11-02,20482.96,20742.81,20087.13,20159.50,23815.65,24409.42,23153.57,23824.22,11.58,0.05,16216.09,411.22,655.68,3.3,-325.77,-1.59
2022-11-01,20494.90,20647.29,20359.85,20485.27,23803.76,24397.43,23141.95,23812.64,11.89,0.05,16641.75,432.98,287.44,1.4,-10.50,-0.05
2022-10-31,20633.70,20795.32,20287.46,20495.77,23791.80,24385.43,23130.05,23800.75,11.96,0.05,16753.07,447.62,507.86,2.5,-139.83,-0.68
2022-10-30,20817.98,20917.01,20547.46,20635.60,23779.83,24373.34,23118.22,23788.79,11.98,0.05,16769.65,433.78,369.54,1.8,-182.87,-0.88
2022-10-29,20595.10,20988.39,20566.48,20818.48,23767.69,24361.19,23106.26,23776.81,12.14,0.05,16998.07,444.93,421.91,2.0,223.12,1.08
2022-10-28,20287.96,20724.98,20086.07,20595.35,23755.78,24349.03,23094.30,23764.67,11.91,0.05,16671.43,424.87,638.91,3.1,309.52,1.53
2022-10-27,20772.80,20854.04,20255.37,20285.84,23743.90,24337.04,23082.55,23752.76,11.88,0.05,16631.00,455.04,598.67,3.0,-484.61,-2.33
2022-10-26,20092.24,20938.13,20076.12,20770.44,23731.82,24324.91,23070.69,23740.88,12.08,0.05,16913.14,438.47,862.02,4.2,674.58,3.36
2022-10-25,19344.96,20348.41,19261.45,20095.86,23720.19,24312.74,23059.04,23728.80,11.63,0.05,16280.37,426.69,1086.96,5.4,750.29,3.88
2022-10-24,19567.77,19589.12,19206.32,19345.57,23709.29,24301.12,23047.97,23717.17,10.91,0.05,15266.97,374.32,382.80,2.0,-221.44,-1.13
2022-10-23,19207.73,19646.65,19124.20,19567.01,23698.17,24290.18,23037.10,23706.26,11.12,0.05,15568.03,389.30,522.46,2.7,358.82,1.87
2022-10-22,19172.38,19248.07,19132.24,19208.19,23687.32,24279.06,23026.29,23695.14,10.85,0.05,15194.01,378.51,115.82,0.6,35.72,0.19
2022-10-21,19053.20,19237.38,18770.97,19172.47,23676.41,24268.18,23015.37,23684.29,10.91,0.05,15275.92,392.04,466.41,2.4,118.73,0.62
2022-10-20,19138.09,19315.20,18971.46,19053.74,23665.76,24257.44,23004.71,23673.38,10.66,0.05,14919.30,360.85,343.74,1.8,-85.79,-0.45
2022-10-19,19335.03,19348.42,19127.69,19139.54,23654.76,24246.64,22993.83,23662.72,10.99,0.05,15393.58,410.94,220.73,1.2,-194.88,-1.01
2022-10-18,19550.47,19666.99,19144.77,19334.42,23643.60,24235.64,22982.80,23651.73,11.17,0.05,15638.36,423.11,522.22,2.7,-216.34,-1.11
2022-10-17,19268.56,19635.80,19173.33,19550.76,23632.16,24224.24,22971.62,23640.56,11.44,0.05,16004.89,451.37,462.47,2.4,282.66,1.47
2022-10-16,19068.91,19389.60,19068.91,19268.09,23620.72,24212.79,22960.24,23629.12,11.44,0.05,16015.25,492.35,320.69,1.7,200.46,1.05
2022-10-15,19185.44,19212.54,19019.25,19067.63,23609.41,24201.29,22948.93,23617.68,11.30,0.05,15830.87,489.10,193.29,1.0,-118.02,-0.62
2022-10-14,19382.53,19889.15,19115.41,19185.66,23598.03,24189.90,22937.63,23606.38,11.39,0.05,15943.17,491.70,773.74,4.0,-197.25,-1.02
2022-10-13,19156.97,19453.33,18319.82,19382.90,23586.55,24178.07,22926.27,23594.99,11.48,0.05,16069.23,484.94,1133.51,5.8,225.46,1.18
2022-10-12,19052.65,19203.20,19029.76,19157.45,23575.36,24166.67,22915.54,23583.51,11.19,0.05,15670.50,449.40,173.44,0.9,106.03,0.56
2022-10-11,19139.00,19241.96,18925.60,19051.42,23564.19,24155.47,22904.38,23572.32,11.17,0.05,15626.83,456.31,316.36,1.7,-90.07,-0.47
