Date,Open,High,Low,Close,200_WMA_Open,200_WMA_High,200_WMA_Low,200_WMA_Close,200_WMA_Dollar_1_Day,200_WMA_Percent_1_Day,Price_Change_Dollar_200_Week,Price_Change_Percent_200_Week,Price_Change_Dollar_Same_Day_Swing,Price_Change_Percent_Same_Day_Swing,Price_Change_Dollar_1_Day,Price_Change_Percent_1_Day
2014-12-29,317.70,320.27,312.31,312.67,237.47,245.75,228.54,237.70,0.07,0.03,309.62,10151.48,7.96,2.5,-4.57,-1.44
2014-12-28,316.16,320.03,311.08,317.24,237.40,245.69,228.47,237.63,0.07,0.03,314.19,10301.28,8.95,2.8,1.38,0.44
2014-12-27,327.58,328.91,312.63,315.86,237.33,245.62,228.39,237.56,0.07,0.03,312.81,10256.16,16.28,5.2,-12.06,-3.68
2014-12-26,319.15,331.42,316.63,327.92,237.25,245.54,228.32,237.49,0.08,0.03,324.87,10651.61,14.80,4.5,8.92,2.79
2014-12-25,322.29,322.67,316.96,319.01,237.17,245.47,228.24,237.41,0.08,0.03,315.96,10359.28,5.71,1.8,-3.53,-1.09
2014-12-24,334.39,334.74,321.36,322.53,237.10,245.40,228.16,237.33,0.07,0.03,319.48,10474.89,13.38,4.1,-12.04,-3.60
2014-12-23,332.02,336.29,329.60,334.57,237.01,245.32,228.08,237.26,0.09,0.04,331.52,10869.57,6.68,2.0,2.69,0.81
2014-12-22,321.07,334.12,320.42,331.89,236.92,245.24,227.98,237.17,0.09,0.04,328.84,10781.51,13.69,4.1,11.04,3.44
2014-12-21,329.54,329.63,318.90,320.84,236.85,245.16,227.90,237.08,0.07,0.03,317.79,10419.44,10.73,3.3,-9.11,-2.76
2014-12-20,317.62,330.33,316.04,329.96,236.76,245.08,227.82,237.01,0.08,0.03,326.91,10718.23,14.28,4.3,12.11,3.81
2014-12-19,311.18,318.53,306.77,317.84,236.69,245.00,227.74,236.93,0.08,0.03,314.79,10321.08,11.76,3.7,6.45,2.07
2014-12-18,319.79,323.71,304.23,311.40,236.62,244.94,227.67,236.85,0.07,0.03,308.35,10109.71,19.48,6.3,-8.38,-2.62
2014-12-17,326.86,333.95,315.15,319.78,236.55,244.86,227.60,236.78,0.07,0.03,316.73,10384.46,18.80,5.9,-7.29,-2.23
2014-12-16,345.67,345.86,327.06,327.06,236.47,244.78,227.52,236.71,0.08,0.03,324.01,10623.34,18.80,5.7,-18.28,-5.29
2014-12-15,351.36,351.82,344.93,345.35,236.37,244.69,227.43,236.63,0.10,0.04,342.30,11222.79,6.88,2.0,-6.29,-1.79
2014-12-14,346.73,353.32,345.42,351.63,236.26,244.59,227.32,236.53,0.11,0.05,348.58,11428.92,7.90,2.2,4.26,1.23
2014-12-13,352.38,352.38,346.59,347.38,236.16,244.50,227.21,236.42,0.10,0.04,344.33,11289.38,5.79,1.7,-5.17,-1.47
2014-12-12,350.83,352.98,349.29,352.54,236.06,244.40,227.11,236.32,0.10,0.04,349.49,11458.75,3.69,1.0,2.04,0.58
2014-12-11,344.34,361.36,338.76,350.51,235.95,244.30,226.99,236.22,0.11,0.05,347.46,11392.00,22.59,6.4,4.14,1.20
2014-12-10,352.20,352.38,346.36,346.36,235.85,244.19,226.89,236.11,0.10,0.04,343.32,11256.23,6.02,1.7,-5.85,-1.66
2014-12-09,361.89,363.07,344.95,352.22,235.75,244.09,226.78,236.01,0.10,0.04,349.17,11448.16,18.12,5.1,-9.69,-2.68
2014-12-08,374.96,376.03,361.89,361.91,235.63,243.98,226.68,235.91,0.12,0.05,358.86,11765.87,14.14,3.9,-13.19,-3.52
2014-12-07,374.84,376.29,373.27,375.10,235.50,243.86,226.55,235.79,0.13,0.06,372.05,12198.20,3.02,0.8,0.31,0.08
2014-12-06,376.76,378.45,370.95,374.79,235.38,243.74,226.42,235.66,0.12,0.05,371.74,12188.03,7.50,2.0,-2.07,-0.55
2014-12-05,369.44,379.19,365.76,376.85,235.25,243.62,226.29,235.54,0.13,0.06,373.80,12255.87,13.44,3.6,7.25,1.96
2014-12-04,375.72,378.65,367.76,369.60,235.12,243.49,226.16,235.41,0.13,0.06,366.55,12018.16,10.90,2.9,-5.41,-1.44
2014-12-03,381.72,383.03,374.35,375.01,234.99,243.37,226.03,235.28,0.12,0.05,371.96,12195.41,8.68,2.3,-6.30,-1.65
2014-12-02,379.25,384.04,377.86,381.32,234.86,243.24,225.89,235.16,0.14,0.06,378.27,12402.13,6.17,1.6,2.07,0.55
2014-12-01,378.25,383.66,376.67,379.24,234.73,243.11,225.75,235.02,0.13,0.06,376.20,12334.26,6.99,1.8,1.20,0.32
2014-11-30,375.51,382.53,373.31,378.05,234.60,242.98,225.61,234.89,0.13,0.06,375.00,12294.98,9.22,2.4,2.56,0.68
2014-11-29,376.15,387.60,372.14,375.49,234.47,242.86,225.48,234.76,0.13,0.06,372.44,12211.18,15.46,4.1,-0.96,-0.25
2014-11-28,369.37,382.84,358.45,376.45,234.33,242.72,225.34,234.63,0.13,0.06,373.40,12242.52,24.38,6.5,6.78,1.83
2014-11-27,370.50,373.99,368.28,369.67,234.21,242.59,225.22,234.50,0.13,0.06,366.62,12020.33,5.71,1.5,1.30,0.35
2014-11-26,376.02,377.70,365.82,368.37,234.08,242.47,225.09,234.37,0.12,0.05,365.32,11977.71,11.88,3.2,-6.98,-1.86
2014-11-25,376.89,394.70,374.78,375.35,233.95,242.35,224.96,234.25,0.13,0.06,372.30,12206.49,19.92,5.3,-1.55,-0.41
2014-11-24,366.95,387.21,366.67,376.90,233.82,242.21,224.82,234.12,0.14,0.06,373.85,12257.41,20.54,5.4,9.33,2.54
2014-11-23,353.17,370.85,353.17,367.57,233.70,242.07,224.69,233.98,0.12,0.05,364.52,11951.57,17.67,4.8,14.65,4.15
2014-11-22,351.60,364.84,350.88,352.92,233.59,241.95,224.57,233.86,0.11,0.05,349.87,11471.15,13.96,4.0,2.07,0.59
2014-11-21,357.88,357.88,344.11,350.85,233.48,241.84,224.45,233.75,0.11,0.05,347.80,11403.21,13.77,3.9,-6.99,-1.95
2014-11-20,380.31,382.02,356.78,357.84,233.36,241.73,224.34,233.64,0.11,0.05,354.79,11632.46,25.24,7.1,-22.71,-5.97
2014-11-19,373.90,386.48,373.90,380.55,233.23,241.60,224.22,233.53,0.14,0.06,377.51,12377.21,12.58,3.3,5.36,1.43
2014-11-18,387.79,392.40,371.12,375.20,233.09,241.46,224.08,233.39,0.13,0.06,372.15,12201.57,21.29,5.7,-12.21,-3.15
2014-11-17,388.35,410.20,377.50,387.41,232.95,241.32,223.94,233.26,0.15,0.06,384.36,12601.90,32.70,8.4,-0.47,-0.12
2014-11-16,374.73,390.80,374.60,387.88,232.81,241.17,223.80,233.11,0.14,0.06,384.83,12617.44,16.20,4.2,11.75,3.12
2014-11-15,399.65,405.53,371.01,376.13,232.67,241.03,223.66,232.97,0.13,0.06,373.08,12232.23,34.52,9.2,-21.68,-5.45
2014-11-14,418.42,419.25,384.79,397.82,232.52,240.87,223.52,232.84,0.16,0.07,394.77,12943.21,34.46,8.7,-22.92,-5.45
2014-11-13,427.27,457.09,401.12,420.73,232.34,240.71,223.37,232.68,0.17,0.07,417.68,13694.59,55.97,13.3,-2.83,-0.67
2014-11-12,367.98,429.72,367.98,423.56,232.16,240.50,223.20,232.51,0.18,0.08,420.51,13787.25,61.73,14.6,55.87,15.19
2014-11-11,365.86,371.31,363.73,367.70,232.03,240.33,223.07,232.33,0.13,0.06,364.65,11955.57,7.58,2.1,0.77,0.21
2014-11-10,362.27,374.82,357.56,366.92,231.91,240.20,222.93,232.20,0.13,0.06,363.87,11930.30,17.26,4.7,3.66,1.01
2014-11-09,345.38,363.63,344.26,363.26,231.79,240.08,222.81,232.07,0.12,0.05,360.21,11810.30,19.37,5.3,17.78,5.15
2014-11-08,342.15,347.03,342.15,345.49,231.68,239.96,222.69,231.95,0.11,0.05,342.44,11227.48,4.88,1.4,3.07,0.90
2014-11-07,349.82,352.73,341.78,342.42,231.58,239.86,222.58,231.84,0.10,0.04,339.37,11126.72,10.96,3.2,-6.88,-1.97
2014-11-06,339.46,352.97,338.42,349.29,231.46,239.76,222.47,231.74,0.11,0.05,346.24,11352.13,14.54,4.2,9.80,2.89
2014-11-05,330.68,343.37,330.68,339.49,231.36,239.65,222.36,231.63,0.10,0.04,336.44,11030.69,12.69,3.7,8.99,2.72
2014-11-04,327.16,331.77,325.08,330.49,231.27,239.55,222.26,231.53,0.10,0.04,327.44,10735.80,6.69,2.0,2.94,0.90
2014-11-03,325.57,334.00,325.48,327.55,231.18,239.46,222.16,231.43,0.09,0.04,324.50,10639.48,8.52,2.6,1.66,0.51
2014-11-02,326.08,329.05,320.63,325.89,231.09,239.37,222.06,231.34,0.09,0.04,322.84,10584.98,8.42,2.6,0.14,0.04
2014-11-01,338.65,340.53,321.05,325.75,231.00,239.29,221.97,231.25,0.09,0.04,322.70,10580.29,19.47,6.0,-12.57,-3.72
2014-10-31,345.01,348.05,337.14,338.32,230.90,239.19,221.88,231.16,0.10,0.04,335.27,10992.49,10.90,3.2,-6.98,-2.02
2014-10-30,335.71,350.91,335.07,345.30,230.79,239.09,221.77,231.06,0.11,0.05,342.26,11221.48,15.84,4.6,9.71,2.89
2014-10-29,357.09,357.83,335.34,335.59,230.69,238.99,221.66,230.95,0.09,0.04,332.54,10902.98,22.49,6.7,-22.03,-6.16
2014-10-28,353.21,359.98,352.68,357.62,230.57,238.87,221.55,230.86,0.13,0.06,354.57,11625.18,7.31,2.0,4.63,1.31
2014-10-27,354.78,358.63,349.81,352.99,230.45,238.76,221.43,230.73,0.11,0.05,349.94,11473.41,8.82,2.5,-1.71,-0.48
2014-10-26,347.49,359.22,343.93,354.70,230.34,238.64,221.31,230.62,0.12,0.05,351.65,11529.64,15.29,4.3,7.43,2.14
2014-10-25,358.61,359.86,342.88,347.27,230.22,238.53,221.19,230.50,0.11,0.05,344.22,11285.93,16.98,4.9,-11.07,-3.09
2014-10-24,358.59,364.35,353.30,358.35,230.10,238.41,221.07,230.39,0.12,0.05,355.30,11649.02,11.04,3.1,-0.07,-0.02
2014-10-23,382.96,385.05,356.45,358.42,229.98,238.29,220.95,230.27,0.12,0.05,355.37,11651.38,28.60,8.0,-24.74,-6.46
2014-10-22,386.12,388.58,382.25,383.16,229.83,238.15,220.82,230.15,0.15,0.07,380.11,12462.56,6.33,1.7,-3.32,-0.86
2014-10-21,382.42,392.65,380.83,386.48,229.68,238.01,220.66,230.00,0.15,0.07,383.43,12571.31,11.81,3.1,3.63,0.95
2014-10-20,389.23,390.08,378.25,382.85,229.54,237.86,220.51,229.85,0.15,0.07,379.80,12452.30,11.83,3.1,-6.70,-1.72
2014-10-19,391.25,393.94,386.46,389.55,229.39,237.72,220.36,229.70,0.15,0.07,386.50,12672.00,7.48,1.9,-1.90,-0.48
2014-10-18,383.98,395.16,378.97,391.44,229.23,237.57,220.20,229.55,0.16,0.07,388.39,12734.16,16.19,4.1,7.68,2.00
2014-10-17,382.76,385.48,375.39,383.76,229.08,237.42,220.05,229.39,0.14,0.06,380.71,12482.23,10.09,2.6,1.20,0.31
2014-10-16,394.52,398.81,373.07,382.56,228.94,237.27,219.90,229.25,0.15,0.07,379.51,12442.82,25.74,6.7,-12.22,-3.09
2014-10-15,400.95,402.23,388.77,394.77,228.78,237.12,219.75,229.10,0.16,0.07,391.72,12843.38,13.46,3.4,-6.10,-1.52
2014-10-14,391.69,411.70,391.32,400.87,228.61,236.96,219.59,228.94,0.17,0.07,397.82,13043.28,20.37,5.1,10.46,2.68
2014-10-13,377.92,397.23,368.90,390.41,228.45,236.79,219.42,228.77,0.15,0.07,387.36,12700.46,28.33,7.3,11.86,3.13
2014-10-12,362.61,379.43,356.14,378.55,228.31,236.64,219.28,228.62,0.15,0.07,375.50,12311.44,23.29,6.2,16.25,4.49
2014-10-11,361.36,367.19,355.95,362.30,228.18,236.50,219.15,228.47,0.13,0.06,359.25,11778.66,11.24,3.1,0.74,0.20
2014-10-10,364.69,375.07,352.96,361.56,228.05,236.37,219.02,228.34,0.12,0.05,358.51,11754.49,22.10,6.1,-3.46,-0.95
2014-10-09,352.75,382.73,347.69,365.03,227.92,236.24,218.89,228.22,0.14,0.06,361.98,11868.07,35.04,9.6,12.09,3.42
2014-10-08,336.12,354.36,327.19,352.94,227.80,236.10,218.76,228.08,0.12,0.05,349.89,11471.80,27.18,7.7,16.75,4.98
2014-10-07,330.58,339.25,320.48,336.19,227.69,235.98,218.66,227.96,0.10,0.04,333.14,10922.53,18.77,5.6,6.11,1.85
2014-10-06,320.39,345.13,302.56,330.08,227.59,235.88,218.56,227.86,0.10,0.04,327.03,10722.26,42.57,12.9,9.57,2.99
2014-10-05,328.92,341.80,289.30,320.51,227.50,235.78,218.48,227.76,0.09,0.04,317.46,10408.53,52.51,16.4,-8.36,-2.54
2014-10-04,359.89,364.49,325.89,328.87,227.41,235.67,218.41,227.67,0.10,0.04,325.82,10682.49,38.60,11.7,-30.65,-8.52
2014-10-03,375.18,377.70,357.86,359.51,227.28,235.55,218.30,227.57,0.13,0.06,356.46,11687.28,19.84,5.5,-15.56,-4.15
2014-10-02,383.99,385.50,372.95,375.07,227.13,235.41,218.17,227.44,0.14,0.06,372.02,12197.44,12.55,3.3,-8.54,-2.23
2014-10-01,387.43,391.38,380.78,383.61,226.98,235.26,218.02,227.30,0.15,0.07,380.57,12477.54,10.60,2.8,-3.33,-0.86
2014-09-30,376.09,390.98,373.44,386.94,226.82,235.11,217.86,227.15,0.16,0.07,383.89,12586.69,17.53,4.5,11.48,3.06
2014-09-29,376.93,385.21,372.24,375.47,226.68,234.96,217.71,226.99,0.14,0.06,372.42,12210.39,12.97,3.5,-1.71,-0.45
2014-09-28,399.47,401.02,374.33,377.18,226.53,234.81,217.56,226.85,0.15,0.07,374.13,12266.59,26.68,7.1,-22.34,-5.59
2014-09-27,403.56,406.62,397.37,399.52,226.36,234.65,217.40,226.70,0.17,0.08,396.47,12999.02,9.25,2.3,-4.90,-1.21
2014-09-26,411.43,414.94,400.01,404.42,226.19,234.48,217.23,226.53,0.18,0.08,401.38,13159.84,14.93,3.7,-7.15,-1.74
2014-09-25,423.16,423.52,409.47,411.57,226.01,234.31,217.05,226.35,0.18,0.08,408.52,13394.23,14.05,3.4,-11.63,-2.75
2014-09-24,435.75,436.11,421.13,423.20,225.81,234.12,216.86,226.17,0.19,0.08,420.15,13775.57,14.98,3.5,-12.59,-2.89
2014-09-23,402.09,441.56,396.20,435.79,225.61,233.92,216.66,225.98,0.21,0.09,432.74,14188.23,45.36,10.4,33.64,8.36
2014-09-22,399.10,406.92,397.13,402.15,225.44,233.72,216.48,225.77,0.17,0.08,399.10,13085.31,9.79,2.4,3.33,0.84
2014-09-21,408.08,412.43,393.18,398.82,225.26,233.55,216.30,225.60,0.17,0.08,395.77,12976.10,19.24,4.8,-10.08,-2.47
2014-09-20,394.67,423.30,389.88,408.90,225.08,233.37,216.13,225.43,0.18,0.08,405.85,13306.69,33.41,8.2,14.11,3.57
2014-09-19,424.10,427.83,384.53,394.80,224.92,233.18,215.96,225.25,0.17,0.08,391.75,12844.13,43.30,11.0,-29.64,-6.98
2014-09-18,456.86,456.86,413.10,424.44,224.72,232.99,215.79,225.08,0.19,0.08,421.39,13816.07,43.76,10.3,-32.89,-7.19
2014-09-17,465.86,468.17,452.42,457.33,224.49,232.77,215.60,224.89,0.23,0.10,454.28,14894.56,15.75,3.4,-8.73,-1.87
2014-09-16,474.86,475.64,465.13,466.06,224.25,232.54,215.36,224.66,0.24,0.11,463.01,15180.66,10.51,2.3,-9.31,-1.96
2014-09-15,477.77,478.62,474.02,475.37,224.01,232.30,215.12,224.42,0.25,0.11,472.32,15485.90,4.60,1.0,-2.52,-0.53
2014-09-14,479.12,479.85,476.12,477.89,223.75,232.05,214.86,224.17,0.25,0.11,474.84,15568.53,3.73,0.8,-1.11,-0.23
2014-09-13,477.79,482.12,475.10,479.00,223.50,231.81,214.60,223.92,0.26,0.12,475.95,15604.92,7.02,1.5,1.25,0.26
2014-09-12,479.58,479.63,473.01,477.75,223.25,231.56,214.34,223.66,0.25,0.11,474.70,15563.93,6.62,1.4,-2.00,-0.42
2014-09-11,479.62,482.35,474.61,479.75,222.99,231.31,214.09,223.41,0.25,0.11,476.70,15629.51,7.74,1.6,0.39,0.08
2014-09-10,475.48,487.47,475.14,479.36,222.74,231.06,213.83,223.16,0.26,0.12,476.31,15616.72,12.33,2.6,4.10,0.86
2014-09-09,474.88,477.38,467.78,475.26,222.49,230.81,213.57,222.90,0.25,0.11,472.21,15482.29,9.60,2.0,0.66,0.14
2014-09-08,481.81,489.83,468.79,474.60,222.24,230.56,213.31,222.65,0.25,0.11,471.55,15460.66,21.04,4.4,-7.68,-1.59
2014-09-07,485.13,488.07,482.28,482.28,221.98,230.31,213.06,222.40,0.26,0.12,479.23,15712.46,5.79,1.2,-2.55,-0.53
2014-09-06,483.34,488.60,483.00,484.83,221.71,230.05,212.79,222.14,0.26,0.12,481.78,15796.06,5.60,1.2,1.49,0.31
2014-09-05,489.67,490.64,481.61,483.34,221.45,229.79,212.52,221.88,0.26,0.12,480.29,15747.21,9.03,1.9,-6.32,-1.29
2014-09-04,477.68,493.93,477.09,489.66,221.19,229.53,212.25,221.62,0.27,0.12,486.61,15954.43,16.84,3.4,12.07,2.53
2014-09-03,476.87,481.71,476.21,477.59,220.93,229.26,211.99,221.35,0.26,0.12,474.54,15558.69,5.50,1.2,0.16,0.03
2014-09-02,474.48,482.99,472.32,477.43,220.67,229.01,211.72,221.09,0.26,0.12,474.38,15553.44,10.67,2.2,2.55,0.54
2014-09-01,477.79,485.31,471.91,474.88,220.42,228.76,211.46,220.83,0.25,0.11,471.83,15469.84,13.40,2.8,-2.88,-0.60
2014-08-31,502.90,504.88,474.81,477.76,220.16,228.50,211.20,220.58,0.26,0.12,474.71,15564.26,30.07,6.3,-26.49,-5.25
2014-08-30,508.59,509.31,501.64,504.25,219.87,228.22,210.93,220.32,0.29,0.13,501.20,16432.79,7.67,1.5,-4.27,-0.84
2014-08-29,508.42,511.70,503.82,508.52,219.58,227.94,210.64,220.03,0.29,0.13,505.47,16572.79,7.88,1.5,0.70,0.14
2014-08-28,510.88,516.16,506.88,507.82,219.29,227.65,210.35,219.74,0.29,0.13,504.77,16549.84,9.28,1.8,-3.33,-0.65
2014-08-27,512.19,520.71,510.92,511.15,219.00,227.36,210.05,219.45,0.29,0.13,508.10,16659.02,9.79,1.9,-0.42,-0.08
2014-08-26,502.54,512.69,502.54,511.57,218.70,227.07,209.74,219.16,0.30,0.14,508.52,16672.79,10.15,2.0,9.07,1.80
2014-08-25,508.22,508.22,499.23,502.50,218.42,226.78,209.45,218.86,0.28,0.13,499.45,16375.41,8.99,1.8,-5.79,-1.14
2014-08-24,498.29,512.89,497.35,508.29,218.12,226.49,209.16,218.58,0.30,0.14,505.24,16565.25,15.54,3.1,10.21,2.05
2014-08-23,513.39,514.30,492.11,498.08,217.84,226.20,208.86,218.28,0.28,0.13,495.03,16230.49,22.19,4.5,-15.96,-3.10
2014-08-22,517.58,521.48,501.27,514.04,217.54,225.91,208.58,218.00,0.30,0.14,510.99,16753.77,20.21,3.9,-3.20,-0.62
2014-08-21,510.45,531.90,510.45,517.24,217.24,225.61,208.28,217.70,0.30,0.14,514.19,16858.69,21.45,4.1,5.26,1.03
2014-08-20,485.07,518.28,467.51,511.98,216.94,225.30,207.97,217.40,0.30,0.14,508.93,16686.23,50.77,9.9,26.74,5.51
2014-08-19,461.48,485.71,455.54,485.24,216.67,225.00,207.71,217.10,0.28,0.13,482.19,15809.51,30.17,6.2,23.78,5.15
2014-08-18,491.51,499.37,443.85,461.46,216.42,224.74,207.46,216.82,0.25,0.12,458.41,15029.84,55.52,12.0,-30.34,-6.17
2014-08-17,519.14,520.19,483.63,491.80,216.14,224.46,207.22,216.57,0.28,0.13,488.75,16024.59,36.56,7.4,-27.91,-5.37
2014-08-16,497.83,521.47,487.74,519.71,215.83,224.16,206.93,216.29,0.31,0.14,516.66,16939.67,33.73,6.5,22.70,4.57
2014-08-15,511.14,518.18,487.93,497.01,215.54,223.85,206.65,215.98,0.28,0.13,493.96,16195.41,30.25,6.1,-8.96,-1.77
2014-08-14,546.18,546.24,498.73,505.97,215.24,223.55,206.36,215.70,0.30,0.14,502.92,16489.18,47.51,9.4,-40.69,-7.44
2014-08-13,570.38,573.03,532.67,546.66,214.90,223.22,206.06,215.40,0.34,0.16,543.61,17823.28,40.36,7.4,-22.98,-4.03
2014-08-12,576.51,576.95,566.59,569.64,214.54,222.86,205.73,215.06,0.36,0.17,566.59,18576.72,10.36,1.8,-6.73,-1.17
2014-08-11,591.28,591.51,574.05,576.37,214.17,222.50,205.36,214.70,0.37,0.17,573.32,18797.38,17.46,3.0,-14.69,-2.49
2014-08-10,589.17,594.46,587.94,591.06,213.78,222.12,204.98,214.33,0.39,0.18,588.01,19279.02,6.52,1.1,1.69,0.29
2014-08-09,592.47,592.47,587.63,589.37,213.39,221.74,204.59,213.94,0.39,0.18,586.32,19223.61,4.84,0.8,-3.21,-0.54
2014-08-08,588.88,598.12,588.79,592.58,213.00,221.36,204.19,213.55,0.39,0.18,589.53,19328.85,9.33,1.6,3.71,0.63
2014-08-07,584.65,591.10,584.05,588.87,212.62,220.97,203.80,213.16,0.38,0.18,585.82,19207.21,7.05,1.2,4.22,0.72
2014-08-06,585.95,587.49,583.10,584.65,212.23,220.59,203.41,212.78,0.39,0.18,581.60,19068.85,4.39,0.8,-0.79,-0.13
2014-08-05,589.01,589.86,584.10,585.44,211.85,220.21,203.01,212.39,0.38,0.18,582.39,19094.75,5.76,1.0,-3.34,-0.57
2014-08-04,586.23,591.95,583.74,588.78,211.46,219.83,202.62,212.01,0.39,0.18,585.73,19204.26,8.21,1.4,2.11,0.36
2014-08-03,588.89,589.15,581.65,586.67,211.07,219.45,202.23,211.62,0.39,0.18,583.62,19135.08,7.50,1.3,-2.66,-0.45
2014-08-02,594.90,594.91,586.16,589.33,210.68,219.06,201.83,211.23,0.39,0.18,586.28,19222.30,8.75,1.5,-5.59,-0.94
2014-08-01,586.20,597.92,583.63,594.92,210.28,218.68,201.44,210.84,0.40,0.19,591.87,19405.57,14.29,2.4,8.69,1.48
2014-07-31,567.37,586.23,564.51,586.23,209.89,218.28,201.04,210.44,0.39,0.19,583.18,19120.66,21.72,3.7,18.94,3.34
2014-07-30,584.74,585.12,564.90,567.29,209.52,217.90,200.66,210.05,0.37,0.18,564.24,18499.67,20.22,3.6,-17.43,-2.98
2014-07-29,585.55,588.39,581.70,584.72,209.13,217.52,200.29,209.68,0.39,0.19,581.67,19071.15,6.69,1.1,-0.97,-0.17
2014-07-28,594.14,594.57,575.18,585.69,208.74,217.13,199.89,209.29,0.39,0.19,582.64,19102.95,19.39,3.3,-8.16,-1.37
2014-07-27,595.67,598.94,593.43,593.85,208.34,216.74,199.50,208.90,0.40,0.19,590.80,19370.49,5.51,0.9,-1.96,-0.33
2014-07-26,601.54,602.09,593.96,595.81,207.94,216.34,199.09,208.50,0.40,0.19,592.76,19434.76,8.13,1.4,-5.28,-0.88
2014-07-25,601.51,607.07,597.23,601.09,207.53,215.94,198.68,208.10,0.41,0.20,598.04,19607.87,9.84,1.6,-0.64,-0.11
2014-07-24,619.50,620.43,595.57,601.73,207.12,215.53,198.26,207.69,0.42,0.20,598.68,19628.85,24.86,4.1,-17.68,-2.85
2014-07-23,621.12,624.43,618.29,619.41,206.69,215.11,197.85,207.27,0.43,0.21,616.36,20208.52,6.14,1.0,-2.14,-0.34
2014-07-22,622.27,624.30,620.96,621.55,206.25,214.68,197.41,206.84,0.43,0.21,618.50,20278.69,3.34,0.5,-0.66,-0.11
2014-07-21,623.95,624.09,619.11,622.21,205.82,214.25,196.96,206.41,0.44,0.21,619.16,20300.33,4.98,0.8,-1.69,-0.27
2014-07-20,628.56,628.56,622.78,623.90,205.38,213.82,196.52,205.97,0.44,0.21,620.85,20355.74,5.78,0.9,-4.62,-0.74
2014-07-19,629.17,629.17,624.60,628.52,204.93,213.39,196.07,205.53,0.44,0.21,625.47,20507.21,4.57,0.7,-0.26,-0.04
2014-07-18,622.37,629.21,620.47,628.78,204.49,212.95,195.62,205.09,0.45,0.22,625.73,20515.74,8.74,1.4,5.69,0.91
2014-07-17,616.54,626.29,608.40,623.09,204.05,212.51,195.18,204.64,0.44,0.22,620.04,20329.18,17.89,2.9,6.29,1.02
2014-07-16,622.01,623.09,615.33,616.80,203.61,212.08,194.74,204.20,0.43,0.21,613.75,20122.95,7.76,1.3,-4.79,-0.77
2014-07-15,620.00,625.14,619.64,621.59,203.17,211.64,194.30,203.77,0.44,0.22,618.54,20280.00,5.50,0.9,2.27,0.37
2014-07-14,626.56,627.34,617.32,619.32,202.73,211.21,193.85,203.33,0.44,0.22,616.27,20205.57,10.02,1.6,-7.18,-1.15
2014-07-13,634.22,634.73,624.91,626.50,202.29,210.77,193.40,202.89,0.45,0.22,623.45,20440.98,9.82,1.6,-7.21,-1.14
2014-07-12,631.88,636.66,626.98,633.71,201.83,210.32,192.95,202.44,0.46,0.23,630.66,20677.38,9.68,1.5,1.71,0.27
2014-07-11,616.66,632.09,615.77,632.00,201.38,209.87,192.49,201.98,0.45,0.22,628.95,20621.31,16.32,2.6,15.24,2.47
2014-07-10,624.83,626.12,612.35,616.76,200.94,209.42,192.04,201.53,0.44,0.22,613.71,20121.64,13.77,2.2,-7.75,-1.24
2014-07-09,625.22,627.00,622.60,624.51,200.49,208.98,191.59,201.09,0.45,0.22,621.46,20375.74,4.40,0.7,-0.31,-0.05
2014-07-08,622.57,626.70,620.91,624.82,200.03,208.54,191.13,200.64,0.45,0.22,621.77,20385.90,5.79,0.9,0.73,0.12
2014-07-07,635.46,637.16,617.01,624.09,199.59,208.09,190.68,200.19,0.45,0.23,621.04,20361.97,20.15,3.2,-11.72,-1.84
2014-07-06,631.77,638.65,631.16,635.81,199.12,207.64,190.22,199.74,0.47,0.24,632.76,20746.23,7.49,1.2,4.35,0.69
2014-07-05,629.95,633.22,628.00,631.46,198.66,207.18,189.75,199.27,0.46,0.23,628.41,20603.61,5.22,0.8,0.77,0.12
2014-07-04,644.65,648.43,629.40,630.69,198.20,206.72,189.29,198.81,0.46,0.23,627.64,20578.36,19.03,3.0,-14.47,-2.24
2014-07-03,650.77,650.77,641.30,645.16,197.73,206.25,188.82,198.35,0.48,0.24,642.11,21052.79,9.47,1.5,-5.72,-0.88
2014-07-02,641.04,656.68,638.34,650.88,197.24,205.78,188.33,197.87,0.48,0.24,647.83,21240.33,18.34,2.8,10.07,1.57
2014-07-01,641.39,657.86,640.11,640.81,196.77,205.29,187.85,197.39,0.47,0.24,637.76,20910.16,17.75,2.8,1.01,0.16
2014-06-30,602.62,645.16,599.88,639.80,196.29,204.81,187.37,196.92,0.48,0.24,636.75,20877.05,45.28,7.1,37.08,6.15
2014-06-29,596.33,604.08,596.16,602.72,195.85,204.34,186.93,196.44,0.44,0.22,599.67,19661.31,7.92,1.3,6.17,1.03
2014-06-28,599.08,604.47,595.92,596.55,195.43,203.91,186.49,196.00,0.43,0.22,593.50,19459.02,8.55,1.4,-0.71,-0.12
2014-06-27,581.30,600.12,579.89,597.26,194.99,203.48,186.05,195.57,0.43,0.22,594.21,19482.29,20.23,3.4,16.12,2.77
2014-06-26,566.14,581.63,564.73,581.14,194.58,203.05,185.62,195.14,0.41,0.21,578.09,18953.77,16.90,2.9,14.80,2.61
2014-06-25,581.81,583.60,565.63,566.34,194.18,202.64,185.22,194.73,0.40,0.21,563.29,18468.53,17.97,3.2,-16.02,-2.75
